char,canton,waitau,searchkey,hakka1,hakka2,Notes
朳,pa4,pa4,朳pa4,pa2,,(無齒杷)
朴,pok3,pok2,朴pok3,pok5,,
朵,do2,do2,朵do2,do3,,
朹,käu4,käu4,朹käu4,kiu2,,
机,gei1,gi1,机gei1,gi1,,
朻,käu1,käu1,朻käu1,kiu2,,
朽,näu2,näu2,朽näu2,hiu3,,
朿,ci3,ci1,朿ci3,cu4,,
杅,yü4,yü4,杅yü4,yi2,,
杆,gon1,gwung1,杆gon1,gon1,,
杇,wu1,wu1,杇wu1,vu1,,
杈,ca3,ca1,杈ca3,ca4,,
杉,cam3,cam1,杉cam3,cam3,,
杋,fan4,fæng4,杋fan4,fam2,,
杌,ngät6,ngäk6,杌ngät6,ngut5,,
李,lei5,li1,李lei5,li3,,
杏,häng6,häng6,杏häng6,hen4,,
材,coi4,cöi4,材coi4,coi2,,
村,cün1,cüng1,村cün1,cun1,,
邨,cün1,cüng1,邨cün1,cun1,,
杓,cök3,cök2,杓cök3,sok6,,
杕,däi6,däi6,杕däi6,ti4,,
杖,zöng6,zöng6,杖zöng6,cong4,,
杗,mong4,mong4,杗mong4,mong2,,
杙,yik6,yäk6,杙yik6,yit6,,
杜,dou6,du6,杜dou6,tu4,,
杝,yi4,yi4,杝yi4,yi2,,
杞,gei2,gi2,杞gei2,gi3,,
束,cuk1,cuk2,束cuk1,suk5,,
杠,gong1,gong1,杠gong1,gong1,,(橫木)
杠,gong3,gong1,杠gong3,gong4,,(=槓)
杪,miu5,miu1,杪miu5,miau3,,
杬,nin4,ning4,杬nin4,ngien2,,
杭,hong4,hong4,杭hong4,hong2,,
杯,bui1,bui1,杯bui1,bui1,,
杰,git6,gik6,杰git6,kiet6,,
東,dung1,dung1,東dung1,dung1,,
杲,gou2,gäu2,杲gou2,gau3,,
杳,miu5,miu1,杳miu5,miau3,,
杴,him1,him1,杴him1,kiam1,,
杵,cü2,cü2,杵cü2,cu3,,
杶,cön1,cäng1,杶cön1,cun1,,
杷,pa4,pa4,杷pa4,pa2,,
杸,sü4,sü4,杸sü4,su2,,
杻,cäu2,cäu2,杻cäu2,ciu3,,(刑具名)
杻,näu2,näu2 ,杻näu2,ngiu3,,(樹木名)
松,cung4,cung4,松cung4,cung2,,
板,ban2,bæng2,板ban2,ban3,,
极,käp1,käp2,极käp1,kip5,,
枇,pei4,pi4,枇pei4,pi2,,
枉,wong2,wong2,枉wong2,vong3,,
枋,fong1,fong1 ,枋fong1,fong1,,
枌,fän1,fäng1,枌fän1,fun1,,
枎,fu4,fu4,枎fu4,fu2,,
析,sik1,säk2,析sik1,sit5,,
析,sik1,säk2,析sik1,sak5,,
枑,wu6,wu6,枑wu6,fu4,,
枒,nga4,nga4,枒nga4,nga2,,
枓,däu2,däu2,枓däu2,diu3,,
枕,zäm2,zäm2,枕zäm2,zim3,,
林,läm4,läm4,林läm4,lim2,,
枘,yöi1,yöi1,枘yöi1,lui4,,
枚,mui4,mui4,枚mui4,moi2,,
果,gwo2,gwo2,果gwo2,go3,,
枝,zi1,zi1 ,枝zi1,gi1,,一~花
枝,zi1,zi1 ,枝zi1,zi1,,金~玉葉
枯,fu1,fu1,枯fu1,ku1,,
枰,ping4,päng4,枰ping4,pin2,,
枱,toi4,töi4,枱toi4,toi2,,
枲,sai2,sai2,枲sai2,sai3,,
枳,zi2,zi2,枳zi2,zit5,,
枴,gwäi2,gwäi2,枴gwäi2,gai3,,
架,ga3,ga1,架ga3,ga4,,
枷,ga1,ga1,枷ga1,ga1,,
枸,gäu2,gäu2,枸gäu2,giu3,,
枹,fu1,fu1,枹fu1,fu1,,
枻,yi6,yi6,枻yi6,yi4,,
柀,bei2,bi2,柀bei2,bi3,,
柁,to4,to4,柁to4,to4,,
柃,ling4,läng4 ,柃ling4,lin2,,
柄,bing3,bäng1,柄bing3,biang4,,
柅,nei5,ni1,柅nei5,li3,,
柏,pak3,pæk2,柏pak3,pak5,,
某,mäu5,mäu1,某mäu5,miu1,,
柑,gäm1,gäm1,柑gäm1,gam1,,
柒,cät1,cäk2,柒cät1,cit5,,
染,yim5,yim1,染yim5,ngiam4,,
柔,yäu4,yäu4,柔yäu4,yiu2,,
柘,ze3,ze1,柘ze3,za4,,
柙,at3,æk2,柙at3,ap5,,
柚,yäu6,yäu6,柚yäu6,yiu4,,
柛,sän1,säng1,柛sän1,sin1,,
柜,göi2,gü2,柜göi2,gi3,,
柝,dok6,dok6,柝dok6,tok6,,
柞,zok6,zok6,柞zok6,cok6,,
柢,däi2,däi2,柢däi2,di3,,
柤,za1,za1,柤za1,za1,,
查,ca4,ca4,查ca4,ca2,,
柧,gwu1,gwu1,柧gwu1,gu1,,
柩,gäu3,gäu1,柩gäu3,giu4,,
柬,gan2,gæng2,柬gan2,gan3,,
柮,nöt6,näk6,柮nöt6,lut6,,
柯,o1,o1,柯o1,ko1,,
柰,noi6,nöi6,柰noi6,lai4,,
柱,cü5,cü1,柱cü5,cu1,,木~
柱,cü5,cü1,柱cü5,cu4,,赤~(地名)
柳,läu5,läu1,柳läu5,liu3,,
柴,cai4,cai4,柴cai4,cai2,,
柵,san1,sæng1,柵san1,san1,,
柷,zuk1,zuk2,柷zuk1,zuk5,,
柿,ci2,ci1,柿ci2,se2,,"~餅, 稔~"
柿,ci5,ci1,柿ci5,su4,,~子樹
栒,sön2,säng2,栒sön2,sun3,,
栓,san1,sæng1,栓san1,san1,,
栔,käi3,käi1,栔käi3,ke4,,
栖,cäi1,cäi1,栖cäi1,ci1,,
栗,löt6,läk6,栗löt6,lit6,,
栘,yi4,yi4,栘yi4,yi2,,
栚,zäm6,zäm6,栚zäm6,cim4,,
栝,kwut3,kwuk2,栝kwut3,gat5,,
栟,bän1,bäng1,栟bän1,bin1,,~茶(地名)
栟,bing1,bäng1,栟bing1,bin1,,~櫚(樹名)
校,gau3,gau1,校gau3,gau3,,學~
校,hau6,hau6,校hau6,gau4,,~對
栩,höi2,hü2,栩höi2,hi3,,
株,zü1,zü1,株zü1,zu1,,
栫,zin3,zing1,栫zin3,zien4,,
栭,yi4,yi4,栭yi4,yi2,,
栱,gung2,gung2,栱gung2,giung3,,
栲,hau2,hau2,栲hau2,kau3,,
栳,lou5,läu1,栳lou5,lau3,,
栴,zin1,zing1,栴zin1,zien1,,
栵,lit6,lik6,栵lit6,liet6,,
核,hät6,häk6,核hät6,het6,,~准
核,wät6,wäk6,核wät6,fut6,,蘋果~
根,gän1,gäng1,根gän1,gin1,,草~
根,gän1,gäng1,根gän1,gen1,,~本
栻,sät1,säk2,栻sät1,sit5,,
格,gak3,gæk2 ,格gak3,gak5,,
栽,zoi1,zöi1,栽zoi1,zai1,,
桀,git6,gik6,桀git6,kiet6,,
桁,hang4,hæng4,桁hang4,hang2,,
桂,gwäi3,gwäi1,桂gwäi3,gui4,,
桃,tou4,täu4,桃tou4,tau2,,
桄,gwong1,gwong1,桄gwong1,gong1,,
桅,ngäi4,ngäi4,桅ngäi4,ngui2,,
框,kwang1,kwæng1,框kwang1,kiong1,,
案,on3,wung1,案on3,on4,,
桋,yi4,yi4,桋yi4,yi2,,
桌,cök3,cök2,桌cök3,zok5,,
桎,zät6,zäk6,桎zät6,zit5,,
桏,kung4,kung4,桏kung4,kiung2,,
桐,tung4,tung4,桐tung4,tung2,,
桑,song1,song1,桑song1,song1,,
桓,wun4,wung4,桓wun4,fon2,,
桔,gät1,gäk2,桔gät1,git5,,
桫,so1,so1,桫so1,so1,,
桮,bui1,bui1,桮bui1,bui1,,
桯,ting1,täng1,桯ting1,tin1,,
桱,ging3,gäng1,桱ging3,gin4,,
桲,but6,buk6,桲but6,put6,,
桴,fu1,fu1,桴fu1,fu1,,
桶,tung2,tung2,桶tung2,tung3,,
桷,gok3,gok2,桷gok3,gok5,,
桹,long4,long4,桹long4,long2,,
桼,cät1,cäk2,桼cät1,cit5,,
桿,gon3,gwung1 ,桿gon3,gon1,,
梀,cuk1,cuk2,梀cuk1,suk5,,
梁,löng4,löng4,梁löng4,liong2,,
梂,käu4,käu4,梂käu4,kiu2,,
梃,ting5,täng1,梃ting5,tin3,,
梅,mui4,mui4,梅mui4,moi2,,
梆,bong1,bong1,梆bong1,bong1,,
梌,tou4,tu4,梌tou4,tu2,,
梏,guk1,guk2,梏guk1,guk5,,
梐,bäi6,bäi6,梐bäi6,pi4,,
梓,zi2,zi2,梓zi2,zu3,,
梔,zi1,zi1,梔zi1,gi1,,
梖,bui3,bui1,梖bui3,bui4,,
梗,gäng2,gäng2,梗gäng2,gang3,,(一定)
梗,gwang2,gwæng2,梗gwang2,gang3,,菜~
梜,gap3,gap2,梜gap3,giap5,,
條,tiu4,tiu4,條tiu4,tiau2,,
梟,hiu1,hiu1,梟hiu1,hiau1,,
梠,löi5,lü1,梠löi5,li1,,
梢,sau1,sau1,梢sau1,sau1,,
梧,ng4,ng4,梧ng4,ng2,,
梨,lei4,li4,梨lei4,li2,,
梪,däu6,däu6,梪däu6,tiu4,,
梫,cäm1,cäm1,梫cäm1,cim1,,
梭,so1,so1,梭so1,so1,,
梮,guk6,guk6,梮guk6,kiuk6,,
梯,täi1,täi1,梯täi1,toi1,,
械,hai6,hai6,械hai6,hai4,,
梱,kwän2,kwäng2,梱kwän2,kun3,,
梲,züt3,zük2,梲züt3,zot5,,
梳,so1,so1,梳so1,so1,,
梴,yin4,ying4,梴yin4,yen2,,
梵,fan4,fæng4,梵fan4,fam2,,
棄,hei3,hi1,棄hei3,hi4,,
棇,cung1,cung1,棇cung1,cung1,,
棉,min4,ming4,棉min4,mien2,,
棋,kei4,ki4,棋kei4,ki2,,
棌,coi2,cöi2,棌coi2,cai3,,
棍,gwän3,gwäng1,棍gwän3,gun4,,
棎,sim4,sim4,棎sim4,sam2,,
棐,fei2,fi2,棐fei2,fui3,,
棑,pai4,pai4,棑pai4,pai2,,
棒,päng5,päng1,棒päng5,pong3,,
棕,zung1,zung1,棕zung1,zung1,,
棖,cang4,cæng4,棖cang4,cen2,,
棗,zou2,zäu2,棗zou2,zau3,,
棘,gik1,gäk2,棘gik1,git5,,
棚,pang4,pæng4,棚pang4,pang2,,
棜,yü6,yü6,棜yü6,yi4,,
棟,dung3,dung1,棟dung3,dung4,,
棠,tong4,tong4,棠tong4,tong2,,
棡,gong1,gong1,棡gong1,gong1,,
棣,däi6,däi6,棣däi6,ti4,,
棤,sik1,säk2,棤sik1,sit5,,
棦,zäng1,zäng1,棦zäng1,zang1,,
棧,zan6,zæng6,棧zan6,can4,,
棨,käi2,käi2,棨käi2,ki3,,
棫,wik1,wäk2,棫wik1,vet5,,
棬,hün1,hüng1,棬hün1,kien1,,
森,säm1,säm1,森säm1,sem1,,
棯,nim1,nim1,棯nim1,lem3,,
棯,nim6,nim6,棯nim6,ngiam4,,
棰,cöi4,cöi4,棰cöi4,cui3,,
棱,ling4,läng4,棱ling4,lin2,,
棲,cäi1,cäi1,棲cäi1,ci1,,
棳,züt3,zük2,棳züt3,zot5,,
棵,fo2,fo2,棵fo2,ko1,,
棶,loi4,löi4,棶loi4,loi2,,
棷,zäu1,zäu1,棷zäu1,ziu1,,
棸,zäu1,zäu1,棸zäu1,ziu1,,
棹,cök3,cök2,棹cök3,zok5,,
棺,gwun1,gwung1,棺gwun1,gon1,,
棻,fän1,fäng1,棻fän1,fun1,,
棼,fän4,fäng4,棼fän4,fun2,,
椄,zip3,zip2,椄zip3,ziap5,,
椅,yi2,yi2,椅yi2,yi3,,
椆,cäu4,cäu4,椆cäu4,ciu2,,
椇,göi6,gü6,椇göi6,gi3,,
椊,zöt1,zäk2,椊zöt1,zut5,,
椋,löng4,löng4,椋löng4,liong2,,
椌,hong1,hong1,椌hong1,kiong1,,
植,zik6,zäk6,植zik6,cit6,,
椎,cöi4,cöi4,椎cöi4,cui2,,(=槌)
椎,zöi1,zöi1,椎zöi1,zui1,,脊~
椏,a1,a1,椏a1,a1,,
椐,göi1,gü1,椐göi1,gi1,,
椑,bei1,bi1,椑bei1,bi1,,
椒,ziu1,ziu1,椒ziu1,ziau1,,
椓,dök3,dök2,椓dök3,dok5,,
椰,ye4,ye4,椰ye4,ya2,,
椳,wui1,wui1,椳wui1,voi1,,
椴,dün6,düng6,椴dün6,ton4,,
椵,ga3,ga1,椵ga3,ga4,,
椷,gam1,gam1,椷gam1,kiam2,,
椸,yi4,yi4,椸yi4,yi2,,
椹,säm6,säm6,椹säm6,sim4,,桑~
椹,zäm1,zäm1,椹zäm1,zem1,,(=砧)
椽,cün4,cüng4,椽cün4,con2,,
椿,cön1,cäng1,椿cön1,cun1,,
楀,yü5,yü1,楀yü5,yi3,,
楂,ca4,ca4,楂ca4,ca2,,
楄,pin4,ping4,楄pin4,pien2,,
楅,bik1,bäk2,楅bik1,bet5,,
楉,yök6,yök6,楉yök6,yok6,,
楊,yöng4,yöng4,楊yöng4,yong2,,
楎,fäi1,fäi1,楎fäi1,fui1,,
楓,fung1,fung1,楓fung1,fung1,,
楔,sit3,sik2,楔sit3,siet5,,
楖,zik1,zäk2,楖zik1,zit5,,
楗,gin6,ging6,楗gin6,kien4,,
楘,muk6,muk6,楘muk6,muk5,,
楙,mäu6,mäu6,楙mäu6,miu4,,
楚,co2,co2,楚co2,co3,,
楛,fu2,fu2,楛fu2,fu3,,
楝,lin6,ling6,楝lin6,lien4,,
楞,ling4,läng4,楞ling4,lin2,,
楠,nam4,nam4,楠nam4,lam2,,
楣,mei4,mi4,楣mei4,mi2,,
楥,hün3,hüng1,楥hün3,hien4,,
楨,zing1,zäng1,楨zing1,zin1,,
楩,pin4,ping4,楩pin4,pien2,,
楪,yip6,yip6,楪yip6,yap6,,
楫,cäp1,cäp2,楫cäp1,ziap5,,
楬,kit3,kik2,楬kit3,giet5,,
業,yip6,yip6,業yip6,ngiap6,,
楮,cü2,cü2,楮cü2,cu3,,
楯,sön5,säng1,楯sön5,sun3,,
楴,däi6,däi6,楴däi6,ti4,,
極,gik6,gik6,極gik6,kit6,,
楷,gai1,gai1,楷gai1,gai1,,~書
楷,kai2,kai2,楷kai2,kai3,,(樹木名)
楸,cäu1,cäu1,楸cäu1,ciu1,,
楹,ying4,yäng4,楹ying4,yin2,,
楺,yäu4,yäu4,楺yäu4,ngiu3,,
概,koi3,kwui1,概koi3,kai3,,
概,koi3,kwui1,概koi3,kai3,,
榆,yü4,yü4,榆yü4,yi2,,
榎,ga2,ga2,榎ga2,ga3,,
榑,fu4,fu4,榑fu4,fu2,,
榓,mät6,mäk6,榓mät6,met6,,
榔,long4,long4,榔long4,long2,,
榕,yung4,yung4,榕yung4,yung2,,
榖,guk1,guk2,榖guk1,guk5,,
榗,zin3,zing1,榗zin3,zien4,,
榛,cön4,cäng4,榛cön4,cin2,,
榜,bong2,bong2,榜bong2,bong3,,
榤,git6,gik6,榤git6,kiet6,,
榥,fong2,fong2,榥fong2,fong3,,
榦,gon3,gwung1,榦gon3,gon4,,
榨,za3,za1,榨za3,za4,,
榪,ma5,ma1,榪ma5,ma4,,
榫,sön2,säng2,榫sön2,sun3,,
榬,yün4,yüng4,榬yün4,yen2,,
榭,ze6,ze6,榭ze6,cia4,,
榮,wing4,wäng4,榮wing4,yin2,,
榯,si4,si4,榯si4,si2,,
榰,zi1,zi1,榰zi1,zi1,,
榱,söi1,söi1,榱söi1,soi1,,
榴,läu4,läu4,榴läu4,liu2,,
榷,kok3,kok2,榷kok3,kok5,,
榹,si1,si1,榹si1,su1,,
榻,tap3,tap2,榻tap3,tap5,,
榼,häp6,häp6,榼häp6,hap6,,
榾,gwät1,gwäk2,榾gwät1,gut5,,
榿,hei1,hi1,榿hei1,ki1,,
槁,gou2,gäu2,槁gou2,gau3,,
槃,pun4,pung4,槃pun4,pan2,,
槄,tou1,täu1,槄tou1,tau1,,
槊,sok3,sok2,槊sok3,sok5,,
構,gäu3,gäu1,構gäu3,giu4,,
槌,cöi4,cöi4,槌cöi4,cui2,,
槌,cöi4,cöi4,槌cöi4,cui2,,
槍,cöng1,cöng1,槍cöng1,ciong1,,
槎,ca1,ca1,槎ca1,ca1,,
槐,wai4,wai4,槐wai4,fai2,,
槓,gong3,gong1,槓gong3,gong4,,
槢,zap6,zap6,槢zap6,sip6,,
槤,lin4,ling4,槤lin4,lien2,,
槥,söi6,söi6,槥söi6,sui4,,
槧,zim6,zim6,槧zim6,ciam4,,
槨,gwok3,gwok2,槨gwok3,gok5,,
槭,cuk1,cuk2,槭cuk1,cuk5,,
槮,säm1,säm1,槮säm1,sem1,,
槱,yäu5,yäu1,槱yäu5,yiu3,,
槲,huk6,huk6,槲huk6,fuk6,,
槳,zöng2,zöng2,槳zöng2,ziong3,,
槷,yit6,ngik6,槷yit6,ngiet6,,
槸,yi6,yi6,槸yi6,ngi4,,
槻,kwäi1,kwäi1,槻kwäi1,gui1,,
槽,cou4,cäu4,槽cou4,cau2,,
槾,man6,mæng6,槾man6,man4,,
槿,gän2,gäng2,槿gän2,giun3,,
樀,dik1,däk2,樀dik1,dit5,,
樁,zung1,zung1,樁zung1,zung1,,
樂,lok6,lok6,樂lok6,lok6,,快~
樂,ngau6,ngau6,樂ngau6,ngau4,,敬業~業
樂,ngok6,ngok6 ,樂ngok6,ngok6,,音~
樅,cung4,cung4,樅cung4,cung2,,
樆,lei4,li4,樆lei4,li2,,
樊,fan4,fæng4,樊fan4,fan2,,
樏,löi4,löi4,樏löi4,lui2,,
樑,löng4,löng4,樑löng4,liong2,,
樓,läu4,läu4,樓läu4,liu2,,
樔,cau4,cau4,樔cau4,cau2,,
樕,cuk1,cuk2,樕cuk1,suk5,,
樗,sü1,sü1,樗sü1,su1,,
標,biu1,biu1 ,標biu1,biau1,,~準
標,biu1,biu1 ,標biu1,piau1,,目~
樛,gäu1,gäu1,樛gäu1,giu1,,
樞,sü1,sü1,樞sü1,ki1,,
樟,zöng1,zöng1,樟zöng1,zong1,,
樠,mun4,mung4,樠mun4,man2,,
模,mou4,mu4,模mou4,mu2,,
樣,yöng6,yöng6,樣yöng6,yong4,,
樨,säi1,säi1,樨säi1,si1,,
樲,nei6,ni6,樲nei6,li4,,
樵,ciu4,ciu4,樵ciu4,ziau1,,
樸,pok3,pok2,樸pok3,pok5,,
樹,sü6,sü6,樹sü6,su4,,
樺,wa4,wa4,樺wa4,fa2,,
樻,gwäi6,gwäi6,樻gwäi6,kui4,,
樽,zön1,zäng1,樽zön1,zun1,,
樾,yüt6,yük6,樾yüt6,yet6,,
樿,zin3,zing1,樿zin3,zien4,,
橄,gäm2,gäm2,橄gäm2,gam3,,
橆,mou4,mu4,橆mou4,vu2,,
橇,hiu1,hiu1,橇hiu1,kiau1,,
橈,nau4,nau4,橈nau4,ngiau2,,
橉,lön4,läng4,橉lön4,lin4,,
橋,kiu4,kiu4,橋kiu4,kiau2,,
橐,tok3,tok2,橐tok3,tok5,,
橑,lou5,läu1,橑lou5,lau3,,
橔,dön1,däng1,橔dön1,dun1,,
橕,cang1,cæng1,橕cang1,cang1,,
橘,gwät1,gwäk2,橘gwät1,git5,,
橙,cang2,cæng2 ,橙cang2,cang2,,
橚,suk1,suk2,橚suk1,suk5,,
橝,tam4,tam4,橝tam4,tam2,,
機,gei1,gi1,機gei1,gi1,,
橡,zöng6,zöng6,橡zöng6,siong4,,
橢,to5,to1,橢to5,to3,,
橦,tung4,tung4,橦tung4,tung2,,
橧,zäng1,zäng1,橧zäng1,zen1,,
橫,wang4,wæng4,橫wang4,vang2,,
橿,göng1,göng1,橿göng1,giong1,,
檀,tan4,tæng4,檀tan4,tan2,,
檁,läm5,läm1,檁läm5,lim3,,
檄,gik1,gäk2,檄gik1,git5,,
檇,zöi3,zöi1,檇zöi3,zui4,,
檉,sing3,säng1,檉sing3,sin4,,
檍,yik1,yäk2,檍yik1,yit5,,
檎,käm4,käm4,檎käm4,kim2,,
檐,yim4,yim4 ,檐yim4,yam2,,
檑,löi4,löi4,檑löi4,lui2,,
檔,dong3,dong1,檔dong3,dong4,,
檕,häi6,häi6,檕häi6,hi4,,
檖,söi6,söi6,檖söi6,sui4,,
檗,pik1,päk2,檗pik1,pit5,,
檛,za1,za1,檛za1,za1,,
檜,kwui2,kwui2,檜kwui2,kai4,,
檟,ga2,ga2,檟ga2,ga3,,
檠,king4,käng4,檠king4,kiang2,,
檢,gim2,gim2,檢gim2,giam3,,
檣,cöng4,cöng4,檣cöng4,siong2,,
檥,ngäi5,ngäi1,檥ngäi5,ngi3,,
檬,mung4,mung4,檬mung4,mung2,,
檮,tou4,täu4,檮tou4,tau2,,
檯,toi4,töi4,檯toi4,toi2,,
檳,bän1,bäng1,檳bän1,bin1,,
檴,uk1,uk2,檴uk1,vok5,,
檸,ning4,näng4,檸ning4,len2,,
檻,ham5,ham1,檻ham5,kam3,,~羊
檻,lam6,lam6,檻lam6,kiam1,,門~
檽,näu2,näu2,檽näu2,liu3,,
櫂,zau6,zau6,櫂zau6,cau4,,
櫃,gwäi6,gwäi6,櫃gwäi6,kui4,,
櫅,zäi1,zäi1,櫅zäi1,zi4,,
櫌,yäu1,yäu1,櫌yäu1,yiu2,,
櫑,löi4,löi4,櫑löi4,lui2,,
櫓,lou5,lu1,櫓lou5,lu1,,
櫚,löi5,lü1,櫚löi5,li1,,
櫛,zit3,zik2,櫛zit3,zet5,,
櫜,gou1,gäu1,櫜gou1,gau1,,
櫝,duk6,duk6,櫝duk6,tuk6,,
櫞,yün4,yüng4,櫞yün4,yen2,,
櫟,lik1,läk2,櫟lik1,lit6,,
櫥,cü4,cü4,櫥cü4,cu2,,
櫧,zü1,zü1,櫧zü1,zu1,,
櫨,lou4,lu4,櫨lou4,lu2,,
櫪,lik1,läk2,櫪lik1,lit6,,
櫬,cän3,cäng1,櫬cän3,cin4,,
櫯,si1,si1,櫯si1,su1,,
櫳,lung4,lung4,櫳lung4,lung2,,
櫸,göi2,gü2,櫸göi2,gi3,,
櫺,ling4,läng4,櫺ling4,lin2,,
櫻,ying1,yäng1,櫻ying1,yin1,,
欀,söng1,söng1,欀söng1,siong1,,
欃,cam4,cam4,欃cam4,cam2,,
欄,lan4,læng4,欄lan4,lan2,,
權,kün4,küng4,權kün4,kien2,,
欋,köi4,kü4,欋köi4,ki1,,
欏,lo4,lo4,欏lo4,lo2,,
欑,zän1,zäng1,欑zän1,zon1,,
欒,lün4,lüng4,欒lün4,lan2,,
欓,dong3,dong1,欓dong3,dong4,,
欖,lam2,lam2,欖lam2,lam3,,
欞,ling4,läng4,欞ling4,lin2,,
欠,him3,him1,欠him3,kiam4,,
次,ci3,ci1,次ci3,cu4,,
欣,yän1,yäng1,欣yän1,hiun1,,
欨,höi2,hü2,欨höi2,hi1,,
欬,küt3,kük2,欬küt3,ket5,,
欭,yi3,yi1,欭yi3,yi4,,
欯,hät1,häk2,欯hät1,git5,,
欱,häp6,häp6,欱häp6,hap6,,
欲,yuk6,yuk6,欲yuk6,yuk6,,
欶,cuk1,cuk2,欶cuk1,suk5,,
欷,hei1,hi1,欷hei1,hi1,,
欹,yi1,yi1,欹yi1,yi1,,
欺,hei1,hi1,欺hei1,ki1,,
欽,yäm1,yäm1,欽yäm1,kim1,,
款,fun2,fung2,款fun2,kan3,,
欿,häm2,häm2,欿häm2,kam3,,
歁,häm3,häm1,歁häm3,kam3,,
歃,sap1,sap2,歃sap1,cap5,,
歆,yäm1,yäm1,歆yäm1,him1,,
歇,hit3,hik2,歇hit3,hiet5,,
歈,yü4,yü4,歈yü4,yi2,,
歉,hip3,hip2,歉hip3,kiap5,,
歊,hiu1,hiu1,歊hiu1,hiau1,,
歌,go1,go1,歌go1,go1,,
歍,wu1,wu1,歍wu1,vu1,,
歎,tan3,tæng1,歎tan3,tan4,,
歐,äu1,äu1,歐äu1,iu1,,
歔,hei1,hi1,歔hei1,hi1,,
歕,pän4,päng4,歕pän4,pun2,,
歖,hei2,hi2 ,歖hei2,hi3,,
歙,yäp1,yäp2,歙yäp1,hip5,,
歛,lim5,lim1,歛lim5,ham4,,
歟,yü4,yü4,歟yü4,yi2,,
歡,fun1,fung1 ,歡fun1,fon1,,
止,zi2,zi2,止zi2,zi3,,
正,zeng3,zäng1,正zeng3,zang4,,"(剛才, 然後)"
正,zing1,zäng1,正zing1,zang1,,~月
正,zing3,zäng1,正zing3,zin4,,~式
此,ci2,ci2,此ci2,cu3,,
步,bou6,bu6,步bou6,pu4,,
武,mou5,mu1,武mou5,vu1,,
歧,kei4,ki4,歧kei4,ki1,,
歪,wai1,wai1,歪wai1,vai1,,
歲,söi3,söi1,歲söi3,soi4,,
歷,lik6,läk6,歷lik6,lit6,,
歸,gwäi1,gwäi1,歸gwäi1,gui1,,
歹,dai2,dai2 ,歹dai2,dai3,,
死,sei2,si2,死sei2,si3,,
歾,mut6,muk6,歾mut6,mut6,,
歿,mut6,muk6,歿mut6,mut6,,
殀,yiu1,yiu1,殀yiu1,yau1,,
殂,cou4,cu4,殂cou4,cu2,,
殃,yöng1,yöng1,殃yöng1,yong1,,
殄,din6,ding6,殄din6,tien4,,
殆,toi5,töi1,殆toi5,tai4,,
殉,sön4,säng4,殉sön4,sun2,,
殊,sü4,sü4,殊sü4,su2,,
殍,piu5,piu1,殍piu5,piau3,,
殔,yi6,yi6,殔yi6,yi4,,
殖,zik6,zäk6,殖zik6,cit6,,
殘,can4,cæng4,殘can4,can2,,
殙,fän1,fäng1,殙fän1,fun1,,
殛,gik1,gäk2,殛gik1,git5,,
殞,wän5,wäng1,殞wän5,yun3,,
殣,gän2,gäng2,殣gän2,giun3,,
殤,söng1,söng1,殤söng1,song1,,
殪,yi3,yi1,殪yi3,yi4,,
殭,göng1,göng1,殭göng1,giong1,,
殮,lim5,lim1,殮lim5,liam4,,
殯,bän3,bäng1,殯bän3,bin4,,
殰,duk6,duk6,殰duk6,tuk6,,
殲,cim1,cim1,殲cim1,ziam1,,
殳,sü4,sü4,殳sü4,su2,,
段,dün6,düng6,段dün6,ton4,,
殷,yän1,yäng1,殷yän1,yin1,,
殺,sat3,sæk2,殺sat3,sat5,,
殼,hok3,hok2 ,殼hok3,hok5,,
殽,ngau4,ngau4,殽ngau4,ngau2,,
殿,din6,ding6,殿din6,tien4,,
毀,wäi2,wäi2,毀wäi2,fui3,,
毃,hau1,hau1,毃hau1,kok5,,
毄,gik1,gäk2,毄gik1,git5,,
毅,ngäi6,ngäi6,毅ngäi6,ngi4,,
毆,äu2,äu2,毆äu2,iu3,,
毋,mou4,mu4,毋mou4,vu1,,
母,mou5,mu1,母mou5,mu3,,
每,mui5,mui1,每mui5,mui1,,
毐,oi2,wui2,毐oi2,ai3,,
毒,dou6,du6,毒dou6,tiu4,,(動詞)
毒,duk6,duk6,毒duk6,tuk6,,"排~,  ~藥"
毓,yuk1,yuk2,毓yuk1,yuk5,,
比,bei2,bi2,比bei2,bi3,,
毖,bei3,bi1,毖bei3,bi4,,
毗,pei4,pi4,毗pei4,pi2,,
毘,pei4,pi4,毘pei4,pi2,,
毚,cam4,cam4,毚cam4,cam2,,
毛,mou4,mäu4,毛mou4,mau1,,
毣,muk6,muk6,毣muk6,muk5,,
毤,to3,to1,毤to3,to4,,
毦,yi6,yi6,毦yi6,ngi4,,
毧,yung4,yung4,毧yung4,yung2,,
毨,sin2,sing2,毨sin2,sien3,,
毫,hou4,häu4,毫hou4,hau2,,
毬,käu4,käu4,毬käu4,kiu2,,
毯,tan2,tæng2,毯tan2,tan3,,
毰,pui4,pui4,毰pui4,pui2,,
毳,cöi3,cöi1,毳cöi3,cui4,,
毸,soi1,söi1,毸soi1,soi1,,
毹,sü1,sü1,毹sü1,su1,,
毻,to5,to1,毻to5,to3,,
毼,hot3,fuk2,毼hot3,hot5,,
毽,gin3,ging1,毽gin3,gien4,,
毾,tap3,tap2,毾tap3,tap5,,
